Dharma_Drum_Authority_No,Main_Name,Birth,Death
A030088,密玄宗要,+1631-01-01 ~ +1631-12-31,+1702-01-01 ~ +1702-12-31
A030089,剛山宗柔,+1656-01-01 ~ +1656-12-31,+1708-01-01 ~ +1708-12-31
A030090,舊山宗英,+1605-01-01 ~ +1605-12-31,+1656-01-27 ~ +1657-02-12
A030091,列堂義仙,+1636-01-01 ~ +1636-12-31,+1702-01-28 ~ +1703-02-15
A030092,梅堂義琇,+1666-01-01 ~ +1666-12-31,+1717-02-11 ~ +1718-01-30
A030093,喬健,+1934-01-01 ~ +1934-12-31,+2018-10-07
A030094,費孝通,+1910-11-02,+2005-04-24
A030124,椿叟宗壽,+1441-01-01 ~ +1441-12-31,+1504-03-26 ~ +1505-02-13
A030127,岐堂紹楊,+1686-01-01 ~ +1686-12-31,+1744-04-03 ~ +1745-01-31
A030128,斗山宗樞,+1705-01-01 ~ +1705-12-31,+1769-02-07 ~ +1770-01-26
A030129,悅叔宗懌,+1565-01-01 ~ +1565-12-31,+1628-02-05 ~ +1629-01-24
A030130,文室宗周,+1572-01-01 ~ +1572-12-31,+1640-02-22 ~ +1641-02-09
A030131,董甫紹仲,+1549-01-01 ~ +1549-12-31,+1601-02-03 ~ +1602-02-21
A030132,賢叟宗佐,+1530-01-01 ~ +1530-12-31,+1608-02-16 ~ +1609-02-04
A030133,玉室宗珀,+1570-01-01 ~ +1570-12-31,+1639-02-03 ~ +1640-02-21
A030134,義峰宗寔,+1586-01-01 ~ +1586-12-31,+1627-02-16 ~ +1628-02-04
A030135,正隱宗知,+1588-01-01 ~ +1588-12-31,+1629-01-25 ~ +1629-12-21
A030136,玉舟宗璠,+1600-02-15 ~ +1601-02-02,+1668-12-21
A030137,春澤宗晃,+1613-01-01 ~ +1613-12-31,+1694-01-25 ~ +1695-02-12
A030139,啟叔宗廸,+1671-01-01 ~ +1671-12-31,+1743-01-26 ~ +1744-02-13
A030140,日寬宗舜,+1699-01-01 ~ +1699-12-31,+1764-06-30 ~ +1765-02-19
A030141,一溪宗什,+1619-01-01 ~ +1619-12-31,+1684-04-05 ~ +1685-02-03
A030142,宥峰宗恕,+1634-01-01 ~ +1634-12-31,+1689-01-21 ~ +1690-02-08
A030143,心嶽宗欽,+1638-01-01 ~ +1638-12-31,+1698-02-11 ~ +1699-01-30
A030144,端崖宗言,+1658-01-01 ~ +1658-12-31,+1711-02-17 ~ +1711-06-10
A030145,雲秀宗台,+1659-01-01 ~ +1659-12-31,+1721-01-28 ~ +1722-02-15
A030146,竺嶺宗伍,+1668-01-01 ~ +1668-12-31,+1746-02-20 ~ +1747-02-09
A030148,祥山宗瑞,+1619-02-15 ~ +1620-02-03,+1694-01-11
A030149,瑚隱宗璉,+1661-01-01 ~ +1661-12-31,+1746-02-20 ~ +1747-02-09
A030150,特英宗卓,+1706-01-01 ~ +1706-12-31,+1788-02-07 ~ +1789-01-25
A030151,普山宗滿,+1715-01-01 ~ +1715-12-31,+1789-02-19 ~ +1790-02-13
A030152,玉堂宗珍,+1719-01-01 ~ +1719-12-31,+1804-02-11 ~ +1804-03-21
A030153,完山宗全,+1773-01-01 ~ +1773-12-31,+1834-02-09 ~ +1835-01-28
A030154,別山宗各,+1637-01-01 ~ +1637-12-31,+1691-01-29 ~ +1692-02-16
A030155,陳叟宗睦,+1635-01-01 ~ +1635-12-31,+1707-02-03 ~ +1708-01-22
A030157,玉閑宗玖,+1686-01-01 ~ +1686-12-31,+1765-02-20 ~ +1766-02-08
A030159,要道宗三,+1737-01-01 ~ +1737-12-31,+1795-02-19 ~ +1796-02-08
A030160,俊巖宗忍,+1626-01-01 ~ +1626-12-31,+1703-02-16 ~ +1704-02-04
A030161,江月宗玩,+1574-12-01,+1643-10-01
A030162,安室宗閑,+1590-02-05 ~ +1591-01-24,+1647-05-18
A030164,無隱宗喜,+1618-01-27 ~ +1619-02-14,+1672-04-08
A030165,拙堂宗清,+1631-02-01 ~ +1632-02-19,+1704-07-23
A030166,桃林宗陽,+1660-01-01 ~ +1660-12-31,+1748-01-30 ~ +1748-08-04
A030167,江巖宗活,+1678-01-01 ~ +1678-12-31,+1744-04-03 ~ +1745-01-31
A030169,梅岑宗點,+1643-01-01 ~ +1643-12-31,+1708-01-23 ~ +1709-02-09
A030170,大梅宗圓,+1670-01-01 ~ +1670-12-31,+1730-02-17 ~ +1731-02-06
A030171,茂林宗植,+1686-01-24 ~ +1687-02-11,+1749-12-30
A030172,端巖宗發,+1721-01-01 ~ +1721-12-31,+1783-02-02 ~ +1784-01-21
A030173,江雲宗龍,+1599-01-01 ~ +1599-12-31,+1679-02-11 ~ +1680-01-31
A030174,質休宗文,+1633-02-09 ~ +1634-01-28,+1687-01-11
A030175,天庵宗篤,+1669-02-01 ~ +1670-02-19,+1722-05-26
A030176,大嶺宗觀,+1686-01-01 ~ +1686-12-31,+1770-01-27 ~ +1771-01-08
A030177,德隱宗薩,+1715-01-01 ~ +1715-12-31,+1790-02-14 ~ +1791-02-02
A030178,玉仙宗斤,+1667-01-01 ~ +1667-12-31,+1724-01-26 ~ +1725-02-12
A030179,太玄宗珊,+1679-01-01 ~ +1679-12-31,+1732-01-27 ~ +1733-02-13
A030180,大方紹本,+1697-01-01 ~ +1697-12-31,+1761-02-05 ~ +1762-01-24
A030182,翠巖宗珉,+1608-01-01 ~ +1608-12-31,+1664-01-28 ~ +1665-02-14
A030183,閑徹宗安,+1633-01-01 ~ +1633-12-31,+1695-05-28
A030184,天嶺宗聞,+1651-01-01 ~ +1651-12-31,+1708-01-23 ~ +1709-02-09
A030185,月洲義印,+1678-01-01 ~ +1678-12-31,+1735-04-13 ~ +1736-02-11
A030186,別巖宗轍,+1698-01-01 ~ +1698-12-31,+1761-02-05 ~ +1762-01-24
A030187,傳心宗的,+1624-01-01 ~ +1624-12-31,+1697-01-25
A030188,月溪宗吞,+1640-02-22 ~ +1641-02-09,+1693-08-27
A030189,龍巖宗棟,+1664-01-01 ~ +1664-12-31,+1741-02-16 ~ +1741-04-11
A030190,密雲宗察,+1673-01-01 ~ +1673-12-31,+1729-01-29 ~ +1730-02-16
A030191,悅堂宗看,+1654-01-01 ~ +1654-12-31,+1724-01-26 ~ +1725-02-12
A030192,寬嶺宗量,+1658-01-01 ~ +1658-12-31,+1742-02-05 ~ +1743-01-25
A030193,大寧宗兆,+1690-01-01 ~ +1690-12-31,+1757-02-18 ~ +1758-02-07
A030194,古溪宗陳,+1532-09-08 ~ +1533-02-03,+1597-03-05
A030195,玉甫紹琮,+1546-02-11 ~ +1547-01-31,+1613-08-04
A030196,賢谷宗良,+1557-02-10 ~ +1557-10-07,+1621-12-08
A030197,清巖宗渭,+1588-01-01 ~ +1588-12-31,+1661-05-23 ~ +1662-02-18
A030198,天倫宗忽,+1626-01-01 ~ +1626-12-31,+1697-01-23 ~ +1698-02-10
A030199,大心義統,+1657-02-13 ~ +1658-02-02,+1730-07-21
A030200,月山紹珂,+1659-01-01 ~ +1659-12-31,+1712-02-07 ~ +1713-01-25
A030201,乾英宗單,+1611-01-01 ~ +1611-12-31,+1672-01-30 ~ +1673-02-16
A030202,實堂宗傳,+1613-02-20 ~ +1614-02-08,+1676-10-25
A030203,碩翁宗胖,+1634-01-29 ~ +1635-02-17,+1698-02-09
A030204,瑞溪宗祥,+1646-01-01 ~ +1646-12-31,+1699-04-25
A030205,虎巖宗乙,+1645-01-13 ~ +1645-01-27,+1697-12-12
A030206,萬拙宗庸,+1667-01-01 ~ +1667-12-31,+1722-02-16 ~ +1723-02-04
A030207,月庭宗柳,+1639-01-01 ~ +1639-12-31,+1701-02-08 ~ +1702-01-27
A030208,俊峰宗英,+1660-01-01 ~ +1660-12-31,+1726-02-02 ~ +1727-01-21
A030210,周山宗甫,+1661-01-01 ~ +1661-12-31,+1733-02-14 ~ +1734-02-03
A030212,月岑宗印,+1560-02-07 ~ +1561-01-25,+1622-05-15
A030213,龍嶽宗劉,+1557-01-01 ~ +1557-12-31,+1628-02-05 ~ +1629-01-24
A030214,默翁宗淵,+1590-01-01 ~ +1590-12-31,+1648-04-07 ~ +1649-02-11
A030215,愚溪宗智,+1617-02-06 ~ +1618-01-26,+1677-03-28
A030217,實翁宗著,+1645-01-01 ~ +1645-12-31,+1716-01-25 ~ +1716-08-08
A030218,瑞麟宗玖,+1673-01-01 ~ +1673-12-31,+1733-02-14 ~ +1734-02-03
A030221,良堂宗溫,+1667-01-24 ~ +1668-02-11,+1734-01-02
A030223,雪峰宗台,+1717-01-01 ~ +1717-12-31,+1788-02-07 ~ +1789-01-25
A030224,德峰宗古,+1625-02-07 ~ +1626-01-27,+1705-09-10
A030225,功海宗勳,+1652-01-01 ~ +1652-12-31,+1716-08-09 ~ +1717-02-10
A030226,桂洲宗嫩,+1673-01-01 ~ +1673-12-31,+1732-01-27 ~ +1733-02-13
A030228,梅峰宗常,+1703-01-01 ~ +1703-12-31,+1762-01-25 ~ +1762-09-09
A030229,仙溪宗春,+1605-02-18 ~ +1606-02-06,+1684-12-31
A030230,仰堂宗高,+1628-02-05 ~ +1629-01-24,+1687-10-09
A030231,陽岑宗昕,+1654-02-17 ~ +1654-10-30,+1704-12-12
A030232,大龍宗丈,+1694-01-01 ~ +1694-12-31,+1751-01-27 ~ +1751-12-13
A030234,無學宗衍,+1721-01-01 ~ +1721-12-31,+1791-02-03 ~ +1792-01-23
A030235,順叟宗助,+1633-01-01 ~ +1633-12-31,+1700-02-19 ~ +1701-02-07
A030236,清嶽宗節,+1654-01-01 ~ +1654-12-31,+1718-01-31 ~ +1719-02-18
A030238,孝嶽宗里,+1668-01-01 ~ +1668-12-31,+1736-06-07 ~ +1737-01-30
A030239,性巖宗本,+1687-01-01 ~ +1687-12-31,+1745-02-01 ~ +1746-02-19
A030240,啟室宗榮,+1597-02-17 ~ +1598-02-05,+1666-03-30
A030241,天岸宗玄,+1635-02-18 ~ +1636-02-06,+1684-03-16
A030242,桂隱宗仙,+1661-05-23 ~ +1662-02-18,+1741-02-17
A030243,謙叟紹彥,+1703-01-01 ~ +1703-12-31,+1759-01-29 ~ +1760-02-16
A030244,別道紹傳,+1718-01-31 ~ +1719-02-18,+1782-02-14
A030245,大澤紹瑛,+1756-01-01 ~ +1756-12-31,+1805-01-31 ~ +1806-02-17
A030248,雄峰宗韓,+1560-02-07 ~ +1561-01-25,+1613-01-17
A030251,要叔宗三,+1554-01-01 ~ +1554-12-31,+1628-02-05 ~ +1629-01-24
A030252,州甫宗鎮,+1557-01-01 ~ +1557-12-31,+1635-02-18 ~ +1636-02-06
A030253,龍室宗章,+1548-01-01 ~ +1548-12-31,+1614-02-09 ~ +1615-01-28
A030254,日新宗益,+1557-02-10 ~ +1557-10-07,+1620-02-15
A030255,隨倫宗宜,+1576-02-10 ~ +1577-01-28,+1650-07-02
A030256,唐叔宗堯,+1603-03-24 ~ +1604-01-30,+1660-10-13
A030258,菊徑宗存,+1558-03-28 ~ +1559-02-17,+1627-08-02
A030259,琢玄宗璋,+1597-02-17 ~ +1598-02-05,+1685-05-19
A030260,鐵舟宗鈍,+1614-02-09 ~ +1615-01-28,+1685-05-29
A030261,天英宗五,+1635-01-01 ~ +1635-12-31,+1697-01-23 ~ +1698-02-10
A030262,伯堂宗叔,+1640-01-01 ~ +1640-12-31,+1701-02-08 ~ +1702-01-27
A030263,江西宗寬,+1667-01-01 ~ +1667-12-31,+1722-02-16 ~ +1723-02-04
A030265,虎峯宗雄,+1680-01-01 ~ +1680-12-31,+1739-02-08 ~ +1740-01-28
A030266,說叟宗演,+1627-01-01 ~ +1627-12-31,+1707-02-03 ~ +1708-01-22
A030268,孚山宗祐,+1652-01-01 ~ +1652-12-31,+1719-02-19 ~ +1720-02-07
A030269,海印宗珠,+1656-01-01 ~ +1656-12-31,+1728-02-10 ~ +1729-01-28
A030271,敬外宗信,+1704-01-01 ~ +1704-12-31,+1772-02-04 ~ +1772-12-09
A030272,雲巖義端,+1660-01-01 ~ +1660-12-31,+1733-02-14 ~ +1734-02-03
A030273,桂堂宗玉,+1670-01-01 ~ +1670-12-31,+1730-02-17 ~ +1731-02-06
A030274,栢洲宗貞,+1654-01-01 ~ +1654-12-31,+1723-02-05 ~ +1724-01-25
A030276,萬了義般,+1673-01-01 ~ +1673-12-31,+1731-02-07 ~ +1732-01-26
A030277,江堂宗景,+1684-01-01 ~ +1684-12-31,+1755-02-11 ~ +1756-01-30
A030354,洪山宗範,+1318-04-06 ~ +1319-01-29,+1396-02-18 ~ +1397-02-06
A030439,一笑禪慶,+1383-01-01 ~ +1383-12-31,+1460-01-01 ~ +1460-12-31
A030467,千畝周竹,+1379-01-01 ~ +1379-12-31,+1458-01-01 ~ +1458-12-31
A030489,覺田宗哲,+1664-01-01 ~ +1664-12-31,+1730-08-28
A030564,誠岩道明,+1629-01-25 ~ +1629-12-21,+1714-12-07
A030567,雪江道熹,+1638-02-14 ~ +1639-02-02,+1713-06-18
A030569,仁峰元善,+1658-08-21 ~ +1659-02-21,+1730-12-29
A030570,葛民淨養,+1683-01-28 ~ +1684-02-15,+1734-01-06
A030573,克讓真恭,+1727-01-22 ~ +1728-02-09,+1806-06-11
A030577,金獅廣威,+1823-05-26,+1878-06-12
A030599,鐵牛道機,+1628-08-25,+1700-10-02
A030629,超宗如格,+1638-07-02,+1717-11-13
A030642,德寧正悌,+1878-01-01 ~ +1878-12-31,+1948-10-13
A030654,慧極道明,+1632-05-29,+1721-10-15
A030655,泰宗元雄,+1644-07-15,+1717-07-21
A030661,大雄弘法,+1849-01-01 ~ +1849-12-31,+1929-01-01 ~ +1929-12-31
A030663,雪門元亨,+1638-02-14 ~ +1639-02-02,+1725-05-03
A030679,龍統元棟,+1663-01-01 ~ +1663-12-31,+1746-02-20 ~ +1747-02-09
A030680,月村元皎,+1660-02-11 ~ +1661-01-30,+1731-04-28
A030704,碧湖元達,+1646-03-24,+1709-09-08
A030708,梅嶽真白,+1766-09-18,+1829-10-12
A030715,鳳山元瑞,+1648-04-07 ~ +1649-02-11,+1720-11-19
A030725,覺照元宗,+1648-01-19,+1720-10-04
A030727,馬天賜,+1927-05-09,+2010-09-30
A030729,淨一長老,+1922-09-09,+2002-07-22
A030735,釋普淨,+1902-01-01 ~ +1902-12-31,+1986-09-01 ~ +1986-09-30
A030747,關野貞,+1868-01-09,+1935-07-29
A030756,釋明學,+1923-01-01 ~ +1923-12-31,+2016-12-02
A030759,瑞麟元聖,+1660-02-11 ~ +1661-01-30,+1738-08-30
A030783,觀月元心,+1641-02-10 ~ +1642-01-30,+1692-03-25
A030790,金粟元明,+1662-06-12,+1713-10-09
A030794,鐵堂道融,+1630-02-12 ~ +1631-01-31,+1702-11-12
A030795,湛然道寂,+1629-04-29,+1679-08-28
A030798,鐵眼道光,+1630-02-12,+1682-04-27
A030801,釋一誠,+1927-01-01 ~ +1927-12-31,+2017-12-21
A030802,悅山道宗,+1629-10-08,+1709-09-03
A030803,乙艇元津,+1661-03-16,+1734-08-09
A030808,獨旨真明,+1776-02-19 ~ +1777-02-07,+1840-05-25
A030813,祖春元回,+1657-06-27,+1724-09-26
A030817,素明衍聰,+1760-02-17 ~ +1761-02-04,+1831-05-17
A030847,越傳道付,+1616-08-25,+1683-05-03
A030854,蘊謙戒琬,+1610-01-25 ~ +1611-02-12,+1673-07-14 ~ +1673-08-11
A030855,鐵文道智,+1634-08-02,+1688-10-06
A030856,玄堂元要,+1656-01-27 ~ +1657-02-12,+1690-11-23
A030862,悅堂元逸,+1661-05-23 ~ +1662-02-18,+1727-08-31
A030868,喝禪道和,+1634-10-22,+1708-01-05
A030869,鐵崖道空,+1626-01-28 ~ +1627-02-15,+1703-08-22
A030872,良寂道明,+1622-03-25,+1689-04-29
A030875,石窓衍劫,+1724-01-26 ~ +1725-02-12,+1799-10-26
A030876,慈岳定琛,+1632-02-20 ~ +1633-02-07,+1689-02-01
A030877,東瀾宗澤,+1640-04-01,+1707-06-29
A030878,獨文方炳,+1656-01-26 ~ +1657-02-12,+1725-11-12
A030879,全岩廣昌,+1687-02-12 ~ +1688-02-01,+1747-02-09
A030880,大鵬正鯤,+1691-01-29 ~ +1692-02-16,+1774-11-28
A030881,碧峰道仟,+1645-01-27,+1701-01-29
A030891,梅谷道用,+1640-02-22 ~ +1641-02-09,+1701-04-27
A030892,古篆元文,+1656-07-17,+1735-04-12
A030905,弘道弘久,+1887-01-01 ~ +1887-12-31,+1967-02-06
A030906,蓬山真仙,+1820-02-14 ~ +1821-02-02,+1904-11-26
A030907,鐵心道胖,+1641-11-26,+1710-11-23
A030910,璞巖衍曜,+1767-04-26,+1836-07-01
A030915,祖眼元明,+1673-10-30 ~ +1674-02-05,+1757-03-16
A030926,一明道源,+1635-05-28,+1685-03-21
A030928,月耕道稔,+1628-09-28,+1701-02-08
A030929,太虛道清,+1629-01-25 ~ +1629-12-21,+1673-06-19
A030937,廓山道昭,+1640-02-22 ~ +1641-02-09,+1717-12-10
A030942,長水道濬,+1632-02-20 ~ +1633-02-08,+1706-05-17
A030943,千岳道止,+1645-01-13 ~ +1645-01-27,+1700-06-30
A030946,愚禪實智,+1635-02-18 ~ +1636-02-06,+1710-03-03
A030947,珪山際宗,+1671-02-10 ~ +1672-01-29,+1726-11-24
A030953,紫石聯珠,+1842-12-11,+1914-10-26
A030957,柏樹曄森,+1836-05-21,+1925-09-01
A030958,空極實興,+1674-02-06 ~ +1675-01-25,+1749-03-03
A030976,若存通用,+1776-04-23,+1851-01-19
A030978,江外海長,+1645-01-13 ~ +1645-01-27,+1729-08-05
A030979,雪广海潤,+1649-02-11 ~ +1650-01-31,+1708-01-28
A030983,大休海燁,+1641-01-10,+1720-10-27
A030986,妙庵普最,+1745-08-19,+1821-11-11
A030992,靈源海脈,+1653-01-07,+1717-06-26
A030993,道本寂傳,+1664-02-04,+1732-01-23
A030994,伯珣照浩,+1695-02-13 ~ +1696-02-02,+1776-12-03
A030995,大成照漢,+1709-09-03,+1784-03-30
A031005,玉岡海崑,+1641-02-10 ~ +1642-01-29,+1693-11-03
A031006,柏岩性節,+1634-09-17,+1673-05-19
A031007,翠峰明覺,+1616-03-20,+1676-08-01
A031014,蔡秋芳,+1956-10-01 ~ +1956-10-31,+2005-09-17
A031041,瑞雲悟芳,+1798-02-16 ~ +1799-02-04,+1869-05-27
A031046,虎林曄嘯,+1835-04-02,+1902-10-15
A031058,龍溪性潛,+1602-09-15,+1670-10-06
A031059,後水尾天皇,+1596-06-29,+1680-09-11
A031068,秦瓊,+0571-02-12 ~ +0572-02-01,+0638-01-24 ~ +0639-02-11
A031069,戴樸,+1908-01-01 ~ +1908-12-31,+1991-01-01 ~ +1991-12-31
A031070,謝冰瑩,+1906-09-05,+2000-01-05
A031071,沈櫻,+1907-04-16,+1988-04-14
A031072,趙友培,+1913-01-01 ~ +1913-12-31,+1999-01-08
A031073,蔣夢麟,+1886-01-20,+1964-06-19
A031074,吳承恩,+1501-01-01 ~ +1501-12-31,+1582-01-01 ~ +1582-12-31
A031079,直翁廣質,+1867-02-13 ~ +1868-01-24,+1937-01-18
A031082,華頂文秀,+1740-03-12,+1827-02-10
A031083,慧定真戒,+1784-01-22 ~ +1785-02-08,+1853-12-28
A031084,懷宗通仁,+1832-01-01 ~ +1832-12-31,+1915-06-21
A031086,道元仁明,+1877-01-01 ~ +1877-12-31,+1966-01-01 ~ +1966-12-31
A031088,獨湛性瑩,+1628-10-23,+1706-03-10
A031089,圓通道成,+1643-08-07,+1726-03-04 ~ +1726-04-01
A031094,無住道立,+1645-01-13 ~ +1645-01-27,+1699-03-23
A031100,古鏡道明,+1627-03-04,+1700-10-05
A031102,百非道覺,+1646-02-16 ~ +1647-02-04,+1718-10-02
A031110,法眼道印,+1651-02-20 ~ +1652-02-09,+1730-04-15
A031114,大潮元晧,+1676-02-19,+1768-10-02
A031115,月海元昭,+1675-07-08,+1763-08-24
A031116,石窓道鏗,+1638-02-14 ~ +1639-02-02,+1704-06-06
A031120,楚州如寶,+1791-09-21,+1850-10-22
A031127,悅峰道章,+1655-02-06 ~ +1656-01-25,+1734-06-10
A031128,旭如蓮昉,+1664-01-28 ~ +1665-02-14,+1719-05-15
A031131,杲堂元昶,+1663-03-25,+1733-08-07
A031132,竺庵淨印,+1696-02-03 ~ +1697-01-22,+1756-08-01
A031138,慈光通岳,+1899-01-01 ~ +1899-12-31,+1973-01-01 ~ +1973-12-31
A031150,南源性派,+1631-09-18,+1692-08-07
A031160,鐵梅道香,+1656-05-11,+1735-07-01
A031169,大通元信,+1682-02-08 ~ +1683-01-27,+1743-01-26 ~ +1744-02-13
A031185,金猊淨踞,+1759-01-29 ~ +1760-02-16,+1826-12-14
A031187,蒲庵淨英,+1722-02-16 ~ +1723-02-04,+1796-10-31
A031193,梅嶺道雪,+1641-07-18,+1717-07-10
A031195,仙岩元嵩,+1684-04-05 ~ +1685-02-03,+1763-10-05
A031228,慧林性機,+1609-10-05,+1681-12-20
A031230,石雲道如,+1622-02-11 ~ +1623-01-30,+1706-05-01
A031231,香國道蓮,+1652-01-01 ~ +1652-12-31,+1723-01-01 ~ +1723-12-31
A031237,獨振性英,+1610-01-01 ~ +1610-12-31,+1694-01-01 ~ +1694-12-31
A031246,獨照性圓,+1617-04-08,+1694-09-06
A031247,月潭道澄,+1636-10-29,+1713-09-25
A031249,獨本性源,+1618-04-19,+1689-09-24
A031253,百癡元拙,+1683-04-07,+1753-07-06
A031258,朗輝事融,+1845-01-01 ~ +1845-12-31,+1910-01-01 ~ +1910-12-31
A031259,月朗全定,+1855-01-01 ~ +1855-12-31,+1915-01-01 ~ +1915-12-31
A031286,巨源際海,+1731-07-05,+1779-08-22
A031296,峻極實鑑,+1720-01-01 ~ +1720-12-31,+1782-10-06
A031297,文遠際月,+1738-01-01 ~ +1738-12-31,+1793-01-06
A031315,梵音實裕,+1704-01-01 ~ +1704-12-31,+1772-05-21
A031371,穆中南,+1912-01-01 ~ +1912-12-31,+1992-12-19
A031372,梁寒操,+1899-07-19,+1975-02-26
A031373,南懷瑾,+1918-03-18,+2012-09-29
A031375,吳訥孫,+1919-06-09,+2002-03-19
A031376,貝聿銘,+1917-04-26,+2019-05-16
A031450,一華碩由,+1447-04-27,+1507-04-26
A031451,湖心碩鼎,+1481-02-08 ~ +1482-01-28,+1564-02-23 ~ +1565-02-10
A031460,大顛梵千,+1629-01-25 ~ +1629-12-21,+1685-05-06
A031477,別傳宗分,+1599-01-16,+1668-08-31
A031568,繼天壽戩,+1495-02-05 ~ +1496-01-24,+1549-02-08 ~ +1550-01-27
A031577,幻庵混修,+1320-01-01 ~ +1320-12-31,+1392-01-01 ~ +1392-12-31
A031581,龜谷覺雲,+1318-01-01 ~ +1318-12-31,+1383-01-01 ~ +1383-12-31
A031589,碧松智嚴,+1464-01-01 ~ +1464-12-31,+1534-01-01 ~ +1534-12-31
A031593,隱庵靈觀,+1485-01-01 ~ +1485-12-31,+1571-01-01 ~ +1571-12-31
A031594,鞭羊彥機,+1581-02-14 ~ +1582-02-02,+1645-01-28 ~ +1646-02-15
A031595,楓潭義諶,+1592-02-13 ~ +1593-01-31,+1665-02-15 ~ +1666-02-03
A031596,霜峰淨源,+1627-01-01 ~ +1627-12-31,+1709-01-01 ~ +1709-12-31
A031598,箕城快善,+1693-01-01 ~ +1693-12-31,+1764-01-01 ~ +1764-12-31
A031601,洛巖義訥,+1666-01-01 ~ +1666-12-31,+1737-01-01 ~ +1737-12-31
A031616,瑞谷粲淵,+1702-01-01 ~ +1702-12-31,+1768-01-01 ~ +1768-12-31
A031637,月潭雪霽,+1632-01-01 ~ +1632-12-31,+1704-01-01 ~ +1704-12-31
A031639,喚惺志安,+1664-01-01 ~ +1664-12-31,+1729-01-01 ~ +1729-12-31
A031640,雪松演初,+1676-01-01 ~ +1676-12-31,+1750-01-01 ~ +1750-12-31
A031651,涵月海源,+1691-01-01 ~ +1691-12-31,+1770-01-01 ~ +1770-12-31
A031653,翫月軌泓,+1714-01-01 ~ +1714-12-31,+1770-01-01 ~ +1770-12-31
A031657,雷默等麟,+1744-06-03,+1825-04-27
A031659,映虛善影,+1792-01-01 ~ +1792-12-31,+1880-01-01 ~ +1880-12-31
A031666,虎巖體淨,+1687-01-01 ~ +1687-12-31,+1748-01-01 ~ +1748-12-31
A031669,蓮潭有一,+1720-01-01 ~ +1720-12-31,+1799-01-01 ~ +1799-12-31
A031671,玩虎倫佑,+1758-01-01 ~ +1758-12-31,+1826-01-01 ~ +1826-12-31
A031673,縞衣始悟,+1778-01-01 ~ +1778-12-31,+1868-01-01 ~ +1868-12-31
A031678,白坡亘璇,+1767-01-01 ~ +1767-12-31,+1852-01-01 ~ +1852-12-31
A031679,翰醒枕溟,+1801-01-01 ~ +1801-12-31,+1876-01-01 ~ +1876-12-31
A031681,華亭玄峰,+1266-02-14 ~ +1267-02-02,+1350-01-24
A031693,萬化圓悟,+1694-01-25 ~ +1695-02-12,+1758-02-08 ~ +1759-01-28
A031695,楓嶽普印,+1701-01-01 ~ +1701-12-31,+1769-01-01 ~ +1769-12-31
A031758,楓溪明察,+1640-01-01 ~ +1640-12-31,+1708-01-01 ~ +1708-12-31
A031790,雪嵓秋鵬,+1651-01-01 ~ +1651-12-31,+1706-01-01 ~ +1706-12-31
A031791,虛靜法宗,+1670-01-01 ~ +1670-12-31,+1733-01-01 ~ +1733-12-31
A031801,碧虛圓照,+1657-01-01 ~ +1657-12-31,+1734-01-01 ~ +1734-12-31
A031832,慈應信和,+1658-01-01 ~ +1658-12-31,+1737-01-01 ~ +1737-12-31
A031863,霜月璽篈,+1687-02-12 ~ +1688-02-01,+1767-11-21 ~ +1767-12-20
A031866,龍潭慥冠,+1700-01-01 ~ +1700-12-31,+1762-01-01 ~ +1762-12-31
A031870,圓潭乃圓,+1638-01-01 ~ +1638-12-31,+1715-01-01 ~ +1715-12-31
A031902,幻庵善欽,+1706-01-01 ~ +1706-12-31,+1773-01-01 ~ +1773-12-31
A031925,幻寂義天,+1603-01-01 ~ +1603-12-31,+1690-01-01 ~ +1690-12-31
A031935,松雲惟政,+1544-11-11,+1610-10-12
A031936,松月應祥,+1572-01-25 ~ +1573-02-11,+1645-07-08
A031944,虛谷懶白,+1604-01-31 ~ +1605-02-17,+1681-02-18 ~ +1682-02-06
A031963,虛白明照,+1593-01-01 ~ +1593-12-31,+1661-01-01 ~ +1661-12-31
A031994,釋本煥,+1907-09-21,+2012-04-02
A032032,月城費隱,+1710-01-01 ~ +1710-12-31,+1778-01-01 ~ +1778-12-31
A032035,青梅印悟,+1546-01-01 ~ +1546-12-31,+1621-01-01 ~ +1621-12-31
A032043,靜觀一禪,+1533-01-01 ~ +1533-12-31,+1608-01-01 ~ +1608-12-31
A032044,浩然太浩,+1564-01-01 ~ +1564-12-31,+1652-01-01 ~ +1652-12-31
A032054,秋溪有文,+1614-01-01 ~ +1614-12-31,+1689-01-01 ~ +1689-12-31
A032055,無竟子秀,+1669-01-01 ~ +1669-12-31,+1737-01-01 ~ +1737-12-31
A032083,松坡覺敏,+1596-01-01 ~ +1596-12-31,+1675-01-01 ~ +1675-12-31
A032087,東雲慧遠,+1637-01-01 ~ +1637-12-31,+1702-01-01 ~ +1702-12-31
A032106,碧應釋崇,+1597-01-01 ~ +1597-12-31,+1673-01-01 ~ +1673-12-31
A032108,普應海日,+1541-01-01 ~ +1541-12-31,+1609-01-01 ~ +1609-12-31
A032109,詠月清學,+1570-01-01 ~ +1570-12-31,+1654-01-01 ~ +1654-12-31
A032110,玩虛圓俊,+1531-01-28 ~ +1532-02-15,+1619-02-14 ~ +1620-02-03
A032113,逍遙太能,+1562-01-01 ~ +1562-12-31,+1649-01-01 ~ +1649-12-31
